,description.sold_price,description.lot_sqft,description.sqft,description.beds,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,laundry_room,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer,city_mean,city_median,age,description.type_apartment,description.type_condo,description.type_condo_townhome_rowhome_coop,description.type_condos,description.type_duplex_triplex,description.type_land,description.type_mobile,description.type_multi_family,description.type_other,description.type_single_family,description.type_townhomes
213,186000.0,751.0,725.0,1.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,565404.484536083,470000.0,43,1,0,0,0,0,0,0,0,0,0,0
214,675000.0,6521.0,1544.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,94,0,0,0,0,0,0,0,0,0,1,0
215,1701500.0,37462.0,2903.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,565404.484536083,470000.0,47,0,0,0,0,0,0,0,0,0,1,0
216,525000.0,12197.0,2110.0,3.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,565404.484536083,470000.0,44,0,0,0,0,0,0,0,0,0,1,0
217,385000.0,8006.0,1215.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,565404.484536083,470000.0,51,0,0,0,0,0,0,0,0,0,1,0
218,1038712.0,11326.0,2700.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,565404.484536083,470000.0,69,0,0,0,0,0,0,0,0,0,1,0
219,690000.0,8880.0,3135.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,565404.484536083,470000.0,19,0,0,0,0,0,0,0,0,0,1,0
220,498000.0,5528.0,1350.0,3.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,565404.484536083,470000.0,31,0,0,0,0,0,0,0,0,0,1,0
221,500000.0,4696.0,1650.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,565404.484536083,470000.0,31,0,0,0,0,0,0,0,0,0,1,0
222,340000.0,8018.0,1156.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,342500.0,342500.0,45,0,0,0,0,0,0,0,0,0,1,0
223,345000.0,6887.0,1411.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,68,0,0,0,0,0,0,0,0,0,1,0
225,1010000.0,14375.0,4015.0,4.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,565404.484536083,470000.0,19,0,0,0,0,0,0,0,0,0,1,0
226,825000.0,5751.0,3085.0,5.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,565404.484536083,470000.0,5,0,0,0,0,0,0,0,0,0,1,0
227,432000.0,7410.0,2155.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,68,0,0,0,0,0,0,0,0,0,1,0
228,745000.0,7675.0,2800.0,3.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,565404.484536083,470000.0,38,0,0,0,0,0,0,0,0,0,1,0
229,700000.0,17424.0,2202.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,565404.484536083,470000.0,63,0,0,0,0,0,0,0,0,0,1,0
230,436000.0,1065.0,1418.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,24,0,0,0,0,0,0,0,0,0,0,1
231,625600.0,95832.0,2136.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,565404.484536083,470000.0,28,0,0,0,0,0,0,0,0,0,1,0
232,827522.0,8050.0,1793.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,565404.484536083,470000.0,81,0,0,0,0,0,0,0,0,0,1,0
233,255000.0,1120.0,1019.0,2.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,565404.484536083,470000.0,28,1,0,0,0,0,0,0,0,0,0,0
234,120000.0,9905.0,4353.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,20,0,0,0,0,0,0,1,0,0,0,0
236,267000.0,1213.0,1120.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,565404.484536083,470000.0,59,0,0,0,0,0,0,0,0,0,0,1
237,180000.0,7867.0,767.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,76,0,0,0,0,0,0,0,0,0,1,0
238,448000.0,8940.0,2176.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,565404.484536083,470000.0,13,0,0,0,0,0,0,0,0,0,1,0
239,540000.0,13939.0,1506.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,565404.484536083,470000.0,35,0,0,0,0,0,0,0,0,0,1,0
240,271500.0,924.0,858.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,271500.0,271500.0,25,1,0,0,0,0,0,0,0,0,0,0
241,345000.0,9304.0,1564.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,342500.0,342500.0,45,0,0,0,0,0,0,0,0,0,1,0
242,350000.0,9118.0,1481.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,565404.484536083,470000.0,66,0,0,0,0,0,0,0,0,0,1,0
244,470000.0,4499.0,1522.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,565404.484536083,470000.0,23,0,0,0,0,0,0,0,0,0,1,0
245,389900.0,7148.0,1363.0,3.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,565404.484536083,470000.0,64,0,0,0,0,0,0,0,0,0,1,0
246,1090000.0,6000.0,3030.0,5.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,565404.484536083,470000.0,4,0,0,0,0,0,0,0,0,0,1,0
249,425000.0,9191.0,2700.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,260701.19047619,245000.0,33,0,0,0,0,0,0,0,0,0,1,0
251,275000.0,236966.0,1494.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,260701.19047619,245000.0,8,0,0,0,0,0,0,0,0,0,1,0
252,325000.0,8843.0,2884.0,4.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,260701.19047619,245000.0,30,0,0,0,0,0,0,0,0,0,1,0
258,250000.0,7841.0,1620.0,4.0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,260701.19047619,245000.0,24,0,0,0,0,0,0,0,0,0,1,0
259,164900.0,30231.0,1310.0,2.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,260701.19047619,245000.0,59,0,0,0,0,0,0,0,0,0,1,0
262,195000.0,287060.0,1404.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,260701.19047619,245000.0,20,0,0,0,0,0,0,0,0,0,1,0
263,190000.0,2526.0,1517.0,2.0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,260701.19047619,245000.0,4,0,0,0,0,0,0,0,0,0,0,1
265,258000.0,22695.0,1970.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,260701.19047619,245000.0,84,0,0,0,0,0,0,0,0,0,1,0
266,200000.0,220849.0,1776.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,260701.19047619,245000.0,48,0,0,0,0,0,0,0,0,0,1,0
267,637500.0,333887.0,3587.0,4.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,260701.19047619,245000.0,24,0,0,0,0,0,0,0,0,0,1,0
268,179000.0,145490.0,1250.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,260701.19047619,245000.0,25,0,0,0,0,0,0,1,0,0,0,0
269,318000.0,11238.0,2132.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,260701.19047619,245000.0,20,0,0,0,0,0,0,0,0,0,1,0
277,205500.0,436.0,1509.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,260701.19047619,245000.0,51,0,0,0,0,0,0,0,0,0,1,0
279,293000.0,26484.0,2548.0,4.0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,260701.19047619,245000.0,63,0,0,0,0,0,0,0,0,0,1,0
281,245000.0,6534.0,1580.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,260701.19047619,245000.0,23,0,0,0,0,0,0,0,0,0,1,0
282,340000.0,14985.0,3386.0,4.0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,260701.19047619,245000.0,64,0,0,0,0,0,0,0,0,0,1,0
284,430000.0,11979.0,3432.0,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,260701.19047619,245000.0,20,0,0,0,0,0,0,0,0,0,1,0
287,1000000.0,4994590.0,3402.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,260701.19047619,245000.0,24,0,0,0,0,0,0,0,0,0,1,0
288,665000.0,165964.0,3936.0,4.0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,260701.19047619,245000.0,37,0,0,0,0,0,0,0,0,0,1,0
289,492450.0,6250.0,1890.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,611149.095238095,496000.0,72,0,0,0,0,0,0,0,0,0,1,0
290,450000.0,7360.0,892.0,2.0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,611149.095238095,496000.0,72,0,0,0,0,0,0,0,0,0,1,0
292,570000.0,8560.0,2754.0,4.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,611149.095238095,496000.0,52,0,0,0,0,0,0,0,0,0,1,0
294,675000.0,9740.0,3384.0,4.0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,611149.095238095,496000.0,57,0,0,0,0,0,0,0,0,0,1,0
295,496000.0,43560.0,1409.0,2.0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,611149.095238095,496000.0,119,0,0,0,1,0,0,0,0,0,0,0
297,1250000.0,3170.0,3306.0,4.0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,611149.095238095,496000.0,129,0,0,0,0,0,0,0,0,0,1,0
298,360000.0,5500.0,790.0,2.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,611149.095238095,496000.0,75,0,0,0,0,0,0,0,0,0,1,0
299,480000.0,5885.0,1931.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,611149.095238095,496000.0,24,0,0,0,0,0,0,0,0,0,1,0
303,522500.0,8220.0,1654.0,3.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,611149.095238095,496000.0,69,0,0,0,0,0,0,0,0,0,1,0
305,784000.0,10454.0,2724.0,4.0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,611149.095238095,496000.0,58,0,0,0,0,0,0,0,0,0,1,0
307,487000.0,6098.0,1766.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,611149.095238095,496000.0,99,0,0,0,0,0,0,0,0,0,1,0
308,525000.0,7890.0,1351.0,3.0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,611149.095238095,496000.0,73,0,0,0,0,0,0,0,0,0,1,0
309,345000.0,1056.0,590.0,1.0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,611149.095238095,496000.0,88,0,0,0,1,0,0,0,0,0,0,0
311,419000.0,7500.0,797.0,2.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,611149.095238095,496000.0,73,0,0,0,0,0,0,0,0,0,1,0
313,428000.0,7600.0,2028.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,611149.095238095,496000.0,62,0,0,0,0,0,0,0,0,0,1,0
315,823500.0,7320.0,2080.0,4.0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,611149.095238095,496000.0,67,0,0,0,0,0,0,0,0,0,1,0
316,1550000.0,4370.0,3563.0,4.0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,611149.095238095,496000.0,9,0,0,0,0,0,0,0,0,0,1,0
317,623000.0,10454.0,2386.0,4.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,611149.095238095,496000.0,52,0,0,0,0,0,0,0,0,0,1,0
319,390000.0,7405.0,1824.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,611149.095238095,496000.0,60,0,0,0,0,0,0,0,0,0,1,0
320,765000.0,6200.0,2015.0,4.0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,611149.095238095,496000.0,73,0,0,0,0,0,0,0,0,0,1,0
321,718750.0,4080.0,1991.0,4.0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,611149.095238095,496000.0,116,0,0,0,0,0,0,0,0,0,1,0
323,755000.0,7800.0,2231.0,4.0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,611149.095238095,496000.0,69,0,0,0,0,0,0,0,0,0,1,0
324,1125000.0,4275.0,3529.0,4.0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,611149.095238095,496000.0,13,0,0,0,0,0,0,0,0,0,1,0
326,540000.0,4250.0,1178.0,3.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,611149.095238095,496000.0,116,0,0,0,0,0,0,0,0,0,1,0
327,750000.0,10454.0,2569.0,3.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,611149.095238095,496000.0,64,0,0,0,0,0,0,0,0,0,1,0
328,1460000.0,3435.0,3871.0,5.0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,611149.095238095,496000.0,9,0,0,0,1,0,0,0,0,0,0,0
329,779000.0,6250.0,1717.0,3.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,611149.095238095,496000.0,81,0,0,0,0,0,0,0,0,0,1,0
332,284900.0,3920.0,1792.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,300269.714285714,278000.0,42,0,0,0,0,0,0,0,0,0,0,1
333,415000.0,10454.0,1296.0,2.0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,300269.714285714,278000.0,69,0,0,0,0,0,0,0,0,0,1,0
334,194628.0,41382.0,1222.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,27,0,0,0,0,0,0,0,0,0,1,0
335,520000.0,23958.0,2584.0,4.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,300269.714285714,278000.0,36,0,0,0,0,0,0,0,0,0,1,0
336,68000.0,55757.0,1116.0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,300269.714285714,278000.0,61,0,0,0,0,0,0,0,0,0,1,0
337,145000.0,3485.0,928.0,2.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,300269.714285714,278000.0,40,0,0,0,0,0,0,0,0,0,0,1
338,350000.0,4792.0,1648.0,3.0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,300269.714285714,278000.0,23,0,0,0,0,0,0,0,0,0,0,1
339,169500.0,19166.0,1512.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,47,0,0,0,0,0,0,0,0,0,1,0
340,297000.0,6970.0,1411.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,300269.714285714,278000.0,23,0,0,0,0,0,0,0,0,0,1,0
341,570000.0,96268.0,2667.0,3.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,25,0,0,0,0,0,0,0,0,0,1,0
342,460000.0,3485.0,1768.0,3.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,300269.714285714,278000.0,5,0,0,0,0,0,0,0,0,0,1,0
343,312000.0,6098.0,1624.0,3.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,26,0,0,0,0,0,0,0,0,0,1,0
344,425000.0,6098.0,1893.0,4.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,300269.714285714,278000.0,29,0,0,0,0,0,0,0,0,0,1,0
345,244500.0,1307.0,1174.0,2.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,300269.714285714,278000.0,33,0,0,0,0,0,0,0,0,0,0,1
346,299000.0,6970.0,1706.0,3.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,18,0,0,0,0,0,0,0,0,0,1,0
